Date,Open,High,Low,Close,Volume,Adj Close
2017-04-24,65.00,66.239998,64.919998,66.18,2253500,66.18
2017-04-21,65.029999,65.029999,64.220001,64.419998,1673100,64.419998
2017-04-20,64.559998,65.029999,64.129997,64.900002,943500,64.900002
2017-04-19,64.699997,64.699997,64.410004,64.529999,700300,64.529999
2017-04-18,64.019997,64.650002,63.759998,64.389999,833700,64.389999
2017-04-17,63.959999,64.339996,63.959999,64.25,644100,64.25
2017-04-13,63.830002,64.470001,63.709999,63.919998,1061100,63.919998
2017-04-12,64.610001,64.919998,63.720001,63.900002,1290500,63.900002
2017-04-11,64.93,65.199997,64.339996,65.110001,1487300,65.110001
2017-04-10,64.879997,65.260002,64.650002,64.910004,1989900,64.910004
2017-04-07,64.32,64.959999,64.199997,64.870003,1612700,64.870003
2017-04-06,64.120003,64.489998,63.849998,64.199997,1894900,64.199997
2017-04-05,64.440002,64.93,63.84,64.019997,2100100,64.019997
2017-04-04,63.740002,64.599998,63.689999,64.18,1594100,64.18
2017-04-03,63.990002,64.919998,63.540001,63.849998,1709000,63.849998
2017-03-31,63.959999,64.400002,63.73,64.080002,1762900,64.080002
2017-03-30,63.900002,65.279999,63.700001,63.990002,2585400,63.990002
2017-03-29,63.459999,64.010002,63.27,63.900002,1389000,63.900002
2017-03-28,63.209999,64.110001,63.209999,63.57,1444800,63.57
2017-03-27,62.77,63.669998,62.330002,63.369999,833100,63.369999
2017-03-24,63.439999,64.099998,62.91,63.369999,761400,63.369999
2017-03-23,62.970001,63.650002,62.529999,63.080002,798900,63.080002
2017-03-22,62.459999,63.200001,62.34,62.98,728800,62.98
2017-03-21,64.25,64.389999,62.240002,62.439999,1193000,62.439999
2017-03-20,64.059998,64.279999,63.66,64.07,677100,64.07
2017-03-17,64.330002,64.75,63.98,64.190002,931800,64.190002
2017-03-16,63.799999,64.230003,63.360001,64.00,1158300,64.00
2017-03-15,63.560001,64.110001,63.290001,63.73,879300,63.73
2017-03-14,63.509998,63.650002,62.84,63.490002,868600,63.490002
2017-03-13,63.299999,63.84,63.130001,63.50,1498500,63.50
2017-03-10,63.400002,63.830002,62.91,63.48,806000,63.48
2017-03-09,63.32,63.450001,62.689999,63.130001,929200,63.130001
2017-03-08,63.139999,63.959999,63.060001,63.52,1243800,63.52
2017-03-07,62.709999,63.459999,62.68,63.049999,858000,63.049999
2017-03-06,63.130001,63.330002,62.459999,62.709999,1330500,62.709999
2017-03-03,63.16,63.439999,62.75,63.439999,871000,63.439999
2017-03-02,63.799999,64.489998,63.400002,63.470001,706600,63.470001
2017-03-01,63.490002,64.489998,63.470001,64.080002,1402500,64.080002
2017-02-28,63.639999,63.959999,63.299999,63.490002,1206600,63.490002
2017-02-27,63.98,64.18,63.75,64.040001,1785100,64.040001
2017-02-24,63.700001,64.32,63.50,64.239998,858400,64.239998
2017-02-23,64.889999,65.00,63.900002,64.120003,1024900,64.120003
2017-02-22,64.849998,65.269997,64.650002,64.769997,1072700,64.769997
2017-02-21,64.550003,65.290001,64.550003,65.099998,1011100,65.099998
2017-02-17,65.010002,65.269997,64.57,64.589996,1395400,64.589996
2017-02-16,65.199997,65.779999,64.699997,65.120003,1297800,65.120003
2017-02-15,64.779999,65.309998,64.68,65.120003,657500,65.120003
2017-02-14,64.75,65.290001,64.57,64.849998,1115400,64.849998
2017-02-13,64.860001,65.620003,64.779999,64.830002,1279800,64.830002
2017-02-10,65.190002,65.470001,64.629997,64.730003,1035900,64.730003
2017-02-09,64.879997,65.779999,64.610001,65.00,1046300,65.00
2017-02-08,64.739998,65.099998,64.50,64.839996,1258600,64.839996
2017-02-07,64.860001,65.139999,64.449997,64.860001,920300,64.860001
2017-02-06,64.029999,64.919998,64.00,64.629997,1409100,64.629997
2017-02-03,63.549999,64.639999,63.549999,64.349998,657700,64.349998
2017-02-02,62.790001,64.099998,62.540001,63.959999,1099600,63.959999
2017-02-01,62.82,63.299999,62.200001,63.099998,1446600,63.099998
2017-01-31,62.099998,63.00,61.900002,62.990002,1364500,62.990002
2017-01-30,62.099998,62.560001,61.669998,62.439999,1487800,62.439999
2017-01-27,61.470001,63.00,61.200001,62.549999,3005700,62.549999
2017-01-26,60.240002,60.240002,59.50,59.610001,1557000,59.610001
2017-01-25,60.00,60.330002,59.540001,60.060001,1643000,60.060001
2017-01-24,58.599998,59.919998,58.380001,59.77,2015000,59.77
2017-01-23,59.040001,59.240002,57.639999,58.279999,1084900,58.279999
2017-01-20,58.790001,59.470001,58.759998,59.259998,1103400,59.259998
2017-01-19,58.369999,59.389999,58.09,58.810001,1280600,58.810001
2017-01-18,57.810001,58.599998,57.639999,58.57,698100,58.57
2017-01-17,58.09,58.98,57.66,57.939999,1384200,57.939999
2017-01-13,57.509998,58.27,57.50,58.169998,1658200,58.169998
2017-01-12,57.200001,57.759998,56.779999,57.639999,851600,57.639999
2017-01-11,57.23,57.650002,57.029999,57.580002,898000,57.580002
2017-01-10,56.400002,57.669998,56.330002,56.990002,1665100,56.990002
2017-01-09,56.419998,56.639999,55.650002,56.490002,1399800,56.490002
2017-01-06,55.540001,56.959999,55.360001,56.790001,1331800,56.790001
2017-01-05,54.799999,55.57,54.799999,55.27,829600,55.27
2017-01-04,54.720001,55.419998,54.720001,55.00,2100900,55.00
2017-01-03,55.080002,55.259998,54.139999,54.57,1629000,54.57
2016-12-30,55.200001,55.299999,54.75,54.970001,804600,54.970001
2016-12-29,55.07,55.580002,54.639999,55.259998,833600,55.259998
2016-12-28,56.040001,56.209999,55.07,55.34,1320600,55.34
2016-12-27,56.09,56.439999,55.91,56.049999,1005800,56.049999
2016-12-23,55.560001,56.200001,55.50,56.09,595900,56.09
2016-12-22,57.049999,57.049999,55.470001,55.84,1573500,55.84
2016-12-21,56.790001,57.650002,56.459999,57.290001,1065300,57.290001
2016-12-20,56.59,57.240002,56.50,57.049999,1473800,57.049999
2016-12-19,56.150002,56.709999,55.830002,56.389999,1220200,56.389999
2016-12-16,56.639999,56.84,55.77,56.439999,5945900,56.439999
2016-12-15,54.50,57.00,54.369999,56.759998,3574500,56.759998
2016-12-14,53.66,54.459999,53.529999,54.209999,1837300,54.209999
2016-12-13,53.849998,54.50,53.689999,53.77,1228200,53.77
2016-12-12,54.00,54.23,53.080002,53.900002,1641500,53.900002
2016-12-09,53.84,54.50,53.580002,53.970001,1676800,53.970001
2016-12-08,53.77,54.900002,53.299999,53.919998,2322300,53.919998
2016-12-07,53.220001,54.16,52.869999,53.900002,2751600,53.900002
2016-12-06,52.82,53.50,52.709999,53.369999,1659200,53.369999
2016-12-05,52.82,53.43,52.529999,53.060001,1793300,53.060001
2016-12-02,51.689999,52.990002,51.02,52.75,1338100,52.75
2016-12-01,53.549999,53.650002,51.259998,51.880001,2249600,51.880001
2016-11-30,53.549999,53.700001,53.18,53.560001,1354000,53.560001
2016-11-29,52.02,53.48,52.02,53.27,1211300,53.27
2016-11-28,52.00,52.400002,51.799999,52.139999,739200,52.139999
2016-11-25,51.41,52.419998,51.349998,52.189999,254000,52.189999
2016-11-23,51.799999,52.34,51.380001,51.540001,839400,51.540001
2016-11-22,52.599998,52.849998,51.549999,52.09,801700,52.09
2016-11-21,51.900002,52.709999,51.900002,52.439999,882800,52.439999
2016-11-18,51.779999,52.34,51.700001,51.990002,1179000,51.990002
2016-11-17,50.57,52.150002,50.50,51.799999,1607000,51.799999
2016-11-16,49.869999,50.830002,49.720001,50.650002,1402200,50.650002
2016-11-15,49.029999,50.330002,48.82,50.080002,1962100,50.080002
2016-11-14,49.139999,49.549999,48.369999,48.990002,983600,48.990002
2016-11-11,49.200001,49.450001,48.830002,49.150002,887400,49.150002
2016-11-10,49.360001,50.049999,48.59,49.259998,1675800,49.259998
2016-11-09,48.610001,49.880001,48.459999,49.369999,1639100,49.369999
2016-11-08,49.52,49.939999,49.48,49.68,932500,49.68
2016-11-07,48.889999,50.00,48.889999,49.52,1281600,49.52
2016-11-04,48.619999,49.220001,48.50,48.619999,1770200,48.619999
2016-11-03,48.959999,49.43,48.48,48.77,1336900,48.77
2016-11-02,48.240002,49.099998,48.189999,49.00,1840300,49.00
2016-11-01,49.130001,49.48,48.25,48.470001,2236000,48.470001
2016-10-31,49.00,49.490002,48.82,49.09,3413800,49.09
2016-10-28,48.110001,49.169998,47.990002,48.869999,3823000,48.869999
2016-10-27,49.419998,49.75,48.040001,48.330002,7038100,48.330002
2016-10-26,46.849998,47.349998,46.639999,46.720001,1656000,46.720001
2016-10-25,47.73,47.939999,46.830002,46.990002,1515100,46.990002
2016-10-24,47.599998,48.099998,47.470001,47.939999,1016300,47.939999
2016-10-21,47.459999,47.619999,47.080002,47.240002,971400,47.240002
2016-10-20,47.459999,47.84,47.43,47.700001,1080200,47.700001
2016-10-19,47.549999,48.040001,47.52,47.709999,1249500,47.709999
2016-10-18,47.549999,47.799999,47.00,47.68,1506200,47.68
2016-10-17,47.259998,47.66,47.029999,47.389999,1350800,47.389999
2016-10-14,47.23,47.610001,46.990002,47.240002,1530400,47.240002
2016-10-13,46.900002,47.450001,46.639999,47.130001,1342400,47.130001
2016-10-12,46.959999,47.450001,46.759998,47.110001,1642200,47.110001
2016-10-11,47.16,47.73,46.959999,47.139999,1753300,47.139999
2016-10-10,48.07,48.400002,47.349998,47.52,1521200,47.52
2016-10-07,48.389999,48.470001,47.939999,48.07,986500,48.07
2016-10-06,48.470001,48.57,47.970001,48.389999,1442300,48.389999
2016-10-05,47.740002,48.860001,47.50,48.470001,1858200,48.470001
2016-10-04,47.830002,48.00,47.619999,47.860001,1681900,47.860001
